News Name,Post Date,Post Links,Data inside Links,Image Link
Karnataka: Two poll officials suspended after NGO took voter data showing fake government ID,"Nov 26, 2022 · 09:10 am",https://scroll.in/latest/1038369/karnataka-two-poll-officials-suspended-after-ngo-took-voter-data-showing-fake-government-id,"The Election Commission suspended two poll officials in Karnataka days after allegations emerged that a non-governmental organisation collected voter data by impersonating as government officers, PTI reported.
The poll body has also directed officials to review the deletions and additions in the voter lists of three Assembly seats in the state.
On November 17, the Congress had filed a police complaint against Karnataka Chief Minister Basavaraj Bommai, Bengaluru civic body commissioner and other officials after the allegations were reported by news websites The News Minute and Pratidhvani.
The investigation had found that the NGO, Chilume Educational Cultural and Rural Development Institute, was given permission by civic body Bruhat Bengaluru Mahanagara Palike to conduct a voter awareness drive to revise electoral rolls ahead of the Karnataka Assembly polls.
For carrying out the task, the NGO, which is linked to an election management company, issued fake identification cards for its field agents who impersonated as booth level officers of the Bengaluru civic body, according to The News Minute.
The NGO workers then collected personal information from voters such as their caste, mother tongue, marital status, age, gender, employment and education details, Aadhaar Card number, phone number, address, Voter ID number and email address, the news report said. The workers also asked the voters for information about the performance of their elected representatives.
On Friday, the Election Commission issued directions to suspend additional District Election Officers S Rangappa and K Srinivas. They were in charge of the Shivajinagar, Chickpet and Mahadevapura constituencies, according to PTI.
The chief electoral officer of Karnataka has also been asked to share a list of all deletions and additions done in the electoral rolls of the Shivajinagar, Chickpet and Mahadevapura Assembly seats since January 1, 2002.
The actions were taken after the Election Commission found in an inquiry that unauthorised identity cards, identifying private individuals as booth-level officers of the Bengaluru civic body, had been issued in the three constituencies.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/89354-dvrvgudasa-1525966017.jpg
"Haryana panchayat polls: AAP wins 15 zilla parishad seats, BJP bags 22","Nov 28, 2022 · 01:31 pm",https://scroll.in/latest/1038486/haryana-panchayat-polls-aap-wins-15-zilla-parishad-seats-bjp-bags-22,"The Aam Aadmi Party won 15 out of 100 zilla parishad seats it contested in the Haryana Panchayat polls, the results for which were declared on Sunday, reported PTI.
The ruling Bharatiya Janata Party won 22 of the 102 seats it contested in seven districts, including Ambala, Yamunanagar, Nuh and Gurugram.
The panchayat polls for 411 zilla parishad wards in Haryana’s 22 districts were held in three phases between October 30 and November 25.
Those elected to the zilla parishad wards will in turn elect the 22 district chiefs. The state has 143 panchayat samitis, comprising 3,081 members who will also elect their presidents.
The BJP lost all seats in Panchkula and Sirsa, while only two of its candidates could secure a win in Ambala, reported The Indian Express. In Nuh, the BJP won seven seats.
Notably, Sirsa is the headquarters of Dera Sacha Sauda whose chief Gurmeet Ram Rahim Singh was granted a 40-day parole in October ahead of the polls.
Singh was sentenced to 20 years imprisonment in 2017 for raping two of his women disciples at the Dera headquarters in Sirsa, while last year he was given life imprisonment in the murder case of sect manager Ranjit Singh.
Sunday’s results showed that several Independent candidates have registered wins in the zilla parishad polls. Independent candidate Rajesh Devi beat Suman Saini, the wife of Kurukshetra BJP MP Nayab Singh Saini, to win the ward-4 Ambala zilla parishad, reported The Indian Express.
The BJP has, however, claimed that it has been backing about 151 of the winning Independent candidates, reported the newspaper.
Meanwhile, Indian National Lok Dal leader and Ellenabad legislator Abhay Chautala’s son Karan Chautala won the ward-6 of Sirsa zilla parishad by more than 600 votes.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/178718-sndsasmzym-1660978023.jpg
"Saket Gokhale tweeted fake news about Modi’s visit to Morbi to get political mileage, alleges FIR","Dec 07, 2022 · 10:22 am",https://scroll.in/latest/1039193/saket-gokhale-tweeted-fake-news-about-modis-visit-to-morbi-to-get-political-mileage-alleges-fir,"Trinamool Congress spokesperson Saket Gokhale tweeted fake news about Prime Minister Narendra Modi’s visit to Gujarat’s Morbi to get political mileage, alleged the first information report against him on Tuesday, reported PTI.
Gokhale was detained on Monday in Rajasthan’s Jaipur by the Gujarat Police for a tweet he had posted about the collapse of a suspension bridge in Morbi. He was later formally arrested after being brought to Ahmedabad.
The Trinamool Congress spokesperson was sent to police custody till December 8.
On December 1, Gokhale had shared a news clipping about a purported Right to Information application which claimed that Prime Minister Narendra Modi’s visit to Morbi after the tragedy cost Rs 30 crore. However, on the same day, the Press Information Bureau tweeted a fact check saying that the information was fake.
The news clipping appeared to be from local newspaper Gujarat Samachar, according to PTI.
“When we contacted Gujarat Samachar, the management told us this news was never published and it was totally fake and created by someone to look authentic,” Assistant Commissioner of Police (Cyber Crime) Jitendra Jadhav said.
The prime minister had visited Morbi on November 1, a day after the bridge on the Machchu river collapsed, leaving 141 people dead.
On Tuesday, West Bengal Chief Minister Mamata Banerjee said that Gokhale had made no mistake and that he had been arrested due to the “vindictive attitude” of the Bharatiya Janata Party. She described Gokhale as a “very bright man” and said that he is very popular on social media.
Trinamool Congress MP Derek O’Brien said the action against Gokhale cannot silence the Trinamool Congress and the Opposition parties. The BJP, the Rajya Sabha MP said, is taking political vendetta to another level.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183980-zingmdrfrf-1670386286.jpg
"RBI increases repo rate by 35 basis points to 6.25%, pegs GDP growth at 6.8%","Dec 07, 2022 · 10:26 am",https://scroll.in/latest/1039199/rbi-increases-repo-rate-by-35-basis-points-to-6-25,"The Reserve Bank of India on Wednesday increased the repo rate by 35 basis points to 6.25%.
The repo rate is the interest rate at which the central bank lends money to commercial banks.
At a press conference, RBI Governor Shaktikanta Das made the announcement after the central bank’s bi-monthly monetary policy meeting.
This is the fifth hike in the repo rate since May. The central bank had raised the repo rate by 50 basis points to 5.9% in September.
The monetary policy committee, which has three members from the Reserve Bank of India and three external members, raised the key lending rate on Wednesday with a five out of six majority.
GDP projection lowered to 6.8%
The central bank also lowered India’s Gross Domestic Product projection to 6.8% for 2022-’23 from its earlier estimate of 7%, reported The Hindu.
“India will still be among the fastest-growing major economies in the world and that is something that I think needs to be kept in mind,” Das added.
He projected the growth in third quarter to be as low as 4.4%.
Several rating agencies and economic bodies have predicted that India’s economy will slow down as compared to the full-year growth of 6.9% recorded in the previous financial year of 2021-’22.
The second quarter GDP numbers released on November 30 had shown that India’s growth rate slowed down from 8.4% recorded in the second quarter ((July-September)) last year. In the first quarter that ran from April to June, the economy had grown by 13.5%.
RBI retains inflation at 6.7%
At Wednesday’s press conference, Das cited a relatively higher price rise to increase the key lending rate.
The price rise indicator had dropped to a three-month low of 6.77% in October. It was 7.41% in September, 7% in August and 6.71% in July.
However, retail inflation has remained above the upper limit mandated by the Reserve Bank of India for 10 months. The central bank aims to keep inflation between 2% and 6%.
The central bank on Wednesday also retained its inflation forecast at 6.7%.
“Inflation is expected to moderate but the battle against inflation is not over,” Das said, reported PTI. “Pressure points from high and sticky core inflation and exposure of food inflation to international factors and weather related events do remains.”
The RBI projected inflation for October-December quarter at 6.6%, January-March quarter at 5.9%, April-June quarter at 5% and July-September quarter at 5.4%.
Das added that inflation was expected to be above 4% in the next 12 months.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183982-ovvacdbcul-1670388353.jpeg
"Delhi riots: Activists Khalid Saifi, Umar Khalid discharged in Khajuri Khas case","Dec 03, 2022 · 06:01 pm",https://scroll.in/latest/1038952/delhi-riots-activists-khalid-saifi-umar-khalid-discharged-in-khajuri-khas-case,"Activists Umar Khalid and Khalid Saifi were discharged by a Delhi court on Saturday in a case related to the riots that broke out in the northeastern part of the city in February 2020, reported Live Law.
Both Khalid and Saifi were granted bail in connection with the case. However, they continue to remain in jail as they have been arrested in connection with a larger conspiracy case.
Clashes had broken out on February 23 and February 26, 2020, between the supporters of the Citizenship Amendment Act and those opposing it in North East Delhi. The violence had left 53 dead and hundreds injured. Most of those killed were Muslims.
The FIR in the present case was registered at the Khajuri Khas police station on the statement of a constable alleging that a mob had gathered near the Chand Bagh Pulia (culvert) and started throwing stones.
The constable alleged that while he took shelter at a parking lot, the mob broke down its shutter, attacked those present inside and set vehicles on fire.
Although Khalid and Saifi were not not part of the mob, they were accused of criminal conspiracy in the case. Former Aam Aadmi Party councillor Tahir Hussain was also among those arrested in the case.
Granting bail to Khalid in the case in April last year, the court had said that the activist cannot be allowed to remain in prison on the basis of sketchy material against him.
Noting that the investigation in the case was complete and chargesheet had also been filed, the court had observed that Khalid “cannot be made to incarcerate in jail for infinity merely on account of the fact that other persons who were part of the riotous mob have to be identified and arrested in the matter”.
The activist has been booked under the Unlawful Activities (Prevention) Act in a case pertaning to alleged larger conspiracy behind the February riots. The Delhi Police claim the violence was part of a larger conspiracy to defame Prime Minister Narendra Modi’s government and was hatched by those who organised the protests, including Khalid, against the amended Citizenship Act.
He was denied bail by the Delhi High Court in this case On October 18.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183816-pfwfexlntf-1670070563.jpg
"Bye-elections: BJP loses five out of seven electoral contests, Dimple Yadav wins from Mainpuri","Dec 08, 2022 · 03:42 pm",https://scroll.in/latest/1039314/bye-election-results-bjp-trailing-in-five-out-of-seven-electoral-contests,"The Bharatiya Janata Party on Thursday lost five out of seven bye-elections held for state Assemblies and one Lok Sabha seat.
The saffron party lost the Mainpuri Lok Sabha constituency in Uttar Pradesh, as well as the Khatauli Assembly seat in the state. The party’s candidates also finished second in the Assembly constituencies of Bhanupratappur in Chhattisgarh, Padampur in Odisha and Sardarshahar in Rajasthan.
The BJP, however, won in the Kurhani Assembly constituency of Bihar and in Rampur constituency of Uttar Pradesh.
Polling for all the seats were held on December 5.
Uttar Pradesh
The Samajwadi Party and its ally, the Rashtriya Lok Dal, have won one each of three electoral contests in Uttar Pradesh.
In the Mainpuri parliamentary constituency, the Samajwadi Party’s Dimple Yadav won against the BJP’s Raghuraj Singh Shakya by a massive margin of 2,88,461 votes.
“I want to thank all the supporters of the Samajwadi Party who worked rigorously for our victory,” Yadav said after the result was declared, according to ANI. “I also want to thank the people of Mainpuri for believing in me. This victory is a tribute to Netaji [Late Mulayam Singh Yadav].”
The Mainpuri seat fell vacant after the death of Samajwadi Party founder Mulayam Singh Yadav on October 10. Dimple Yadav is the daughter-in-law of Mulayam Singh Yadav and the wife of Samajwadi Party chief Akhilesh Yadav.
Meanwhile, the Rashtriya Lok Dal’s Madan Bhaiya won from the Assembly constituency of Khatauli against the BJP’s Rajkumari by a margin of 22,143 votes. The bye-election was held due to the conviction of BJP MLA Vikram Singh Saini in a case about the riots that took place in the Muzaffarnagar district in 2013.
However, in Rampur, the BJP’s Akash Saxena won against Samajwadi Party’s Mohammed Asim Raja by 34,136 votes. The bye-poll was necessitated by the conviction of former Samajwadi Party MLA Azam Khan in a hate speech case from 2019.
Bihar
In the Kurhani Assembly constituency of Bihar’s Muzaffarpur district, the BJP’s Kedar Prasad Gupta won against the Janata Dal (United)’s Manoj Kumar Singh by 3,649 votes.
The bye-election took place as Rashtriya Janata Dal MLA Anil Kumar Sahani was disqualified after he was sentenced to jail in a fraud case.
Chhattisgarh
The Congress’ Savitri Mandavi won by 21,171 votes against the BJP’s Brahmanand Netam in the Bhanupratappur constituency in Chhattisgarh’s Maoist-hit Kanker district.
The bye-election was necessitated by the death of Congress MLA and Deputy Speaker Manoj Singh Mandavi in November. Savitri Mandavi is the former MLA’s wife. The seat is reserved for Scheduled Tribes.
Odisha
In the Padampur constituency in the district of Bargarh, the Biju Janata Dal’s Barsha Singh won against BJP’s Pradeep Purohit by a margin of 42,679 votes.
The bye-election was held due to the death of Biju Janata Dal leader Bijay Ranjan Singh Bariha. Barsha Singh Bariha is the daughter of the former BJD MLA.
Rajasthan
The Congress’ Anil Kumar Sharma defeated BJP’s Ashok Kumar in the Sardarshahar Assembly constituency by 26,852 votes, data from the Election Commission showed.
The Sardarshahar seat in Rajasthan fell vacant after Congress MLA Bhanwar Lal Sharma died on October 9 after a prolonged illness. Anil Kumar Sharma is the son of the former Congress MLA.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/150094-bhqzroklae-1604377836.jpg
Sharjeel Imam moves SC seeking to expunge remarks about him by Delhi High Court,"Dec 07, 2022 · 06:39 pm",https://scroll.in/latest/1039257/sharjeel-imam-moves-sc-seeking-to-expunge-remarks-about-him-by-delhi-high-court,"Jawaharlal Nehru University student Sharjeel Imam has filed a petition in the Supreme Court demanding that adverse remarks made about him by the Delhi High Court be expunged, Live Law reported on Wednesday.
The High Court had made the remarks about Imam in its October 18 order denying bail to activist Umar Khalid in a case pertaining to an alleged larger conspiracy behind the 2020 Delhi riots. The court had said that Imam was arguably at the “head of the conspiracy” to orchestrate violence.
The High Court had also referred to meetings that allegedly took place between Imam and Khalid ahead of the violence.
Imam, in a special leave petition before the Supreme Court, said that the High Court had made observations about him without giving him an opportunity to present his stand. He added that the observations are related to the merits of a criminal case in which he also faces accusations, and thus, the remarks could adversely affect his bail application.
The petition contended that the High Court’s remarks were beyond the scope of a bail application, Bar and Bench reported.
“Notably, none of the impugned observations and remarks are borne out of the record,” the petition said. “Rather, they are ex-facie contradictory and even go beyond the allegations contained in the chargesheet.”
Imam has been charged for allegedly making inflammatory speeches about the Citizenship (Amendment) Act, which incited riots in the National Capital.
The Delhi Police have alleged that the February 2020 violence was part of a larger conspiracy to defame Prime Minister Narendra Modi’s government and was hatched by those who organised the protests against the Citizenship (Amendment) Act.
Communal violence had broken out in North East Delhi between February 23 and February 26, 2020. The clashes claimed 53 lives and hundreds were injured. The majority of those killed were Muslims.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/144983-cpyzfzilyi-1598430475.jpg
Delhi civic elections: Voter turnout of 50% recorded till 5.30 pm,"Dec 04, 2022 · 08:12 am",https://scroll.in/latest/1038969/delhi-civic-polls-voting-in-high-stakes-contest-between-aap-and-bjp-begins,"A voter turnout of 50% was recorded till 5.30 pm as polling for the high-stakes Municipal Corporation of Delhi election ended in the national capital on Sunday, PTI reported.
Officials said that the polling percentage is likely to go up as some voters reported just before 5.30 pm, the stipulated time for voting to end.
In the elections, the Bharatiya Janata Party is hoping to extend its 15-year reign at the Municipal Corporation of Delhi, while the Aam Aadmi Party is hoping to repeat the success that it achieved in the 2020 Assembly poll in the national capital.
The Congress is fighting to regain relevance in Delhi, where it has been seeing a decline since the emergence of the Arvind Kejriwal-led party.
Over 1.45 crore citizens were eligible to vote in the city’s 250 wards. The results will be announced on December 7.
Delhi #MCDElections2022 : Voters at Patparganj constituency in national capital to cast their votes for #MCD poll. pic.twitter.com/UB8QC4H9Ez
— All India Radio News (@airnewsalerts) December 4, 2022
On Sunday, AAP national convenor Arvind Kejriwal urged citizens to vote for a “clean and beautiful Delhi” and to ensure honest governance in the municipal corporation.
“Do not vote for those who spread garbage in Delhi,” he said. “Vote for those who will make Delhi shine, and make it clean.”
साफ़-स्वच्छ और सुंदर दिल्ली बनाने के लिए आज मतदान है, नगर निगम में एक भ्रष्टाचार मुक्त सरकार बनाने के लिए मतदान है।

सभी दिल्लीवासियों से मेरी अपील- दिल्ली नगर निगम में एक ईमानदार और काम करने वाली सरकार बनाने के लिए आज अपना वोट डालने ज़रूर जाएँ।
— Arvind Kejriwal (@ArvindKejriwal) December 4, 2022
Kejriwal’s deputy Manish Sisodia accused the BJP of not doing anything in Delhi for the last 15 years. He urged citizens to cast their votes for a clean and garbage-free city.
Delhi BJP chief Adesh Gupta urged citizens to vote for a “development-oriented government” and to ensure progress in the national capital.
दिल्ली की जनता से विनम्र अपील!

आज दिल्ली में नगर निगम का चुनाव है, यह आने वाले 5 वर्षो के लिए क्षेत्र की प्रगति एवं क्षेत्रवासियों का उत्थान निर्धारित करेगा।

एक विकासशील सरकार बनाने के लिए वोट अवश्य करें और लोकतंत्र के महापर्व के साक्षी बनें।

याद रखना पहले मतदान फिर जलपान!
— Adesh Gupta (@adeshguptabjp) December 4, 2022
Party MP Parvesh Verma said that the AAP had claimed to be in a position to form the government in Goa, Uttarakhand and Uttar Pradesh as well, but that it had a habit of lying, ANI reported.
“During Covid, no one from AAP was seen working for the people,” he said. “Only MCD workers were standing with people. We’re getting around 210 seats out of 250 in the MCD polls.”
Meanwhile, Delhi Congress chief Anil Chaudhary said he was unable to cast his vote as his name was missing from the voters’ list, reported The Indian Express.
“I am at the polling centre where I had come to vote, but the officials told me that my vote has been shifted. However, they did not disclose where my vote has been shifted,” Chaudhary said. “I have registered a complaint with the Election Commission as well and was informed that I will not be able to cast my vote.”
An Election Commission official, however, told The Indian Express that Chaudhary might not have been at his house when a survey was conducted to identify voters living in the area.
First poll since merger
This was the first time that civic elections were held in the capital since the North Delhi Municipal Corporation, South Delhi Municipal Corporation and East Delhi Municipal Corporation were merged in May.
After the merger, there were 272 seats in the civic body. However, the number of wards was subsequently reduced to 250.
About 1 lakh polling officials, over 100 companies of central armed police forces and 50,000 personnel of the Delhi Police managed the voting process, the Hindustan Times reported.
The elections will decide the fate of more than 1,300 candidates. The BJP and AAP are fighting on all wards, while the Congress has put in candidates in 247 places.
In the civic elections in 2017, the BJP won 181 out of 270 wards, while the AAP won 48 wards. The Congress had emerged victorious in 27 places. Elections were not held in two places due to the deaths of Samajwadi Party candidates.
Also read:
‘If you riot, you will win’: North East Delhi is headed for municipal polls with 2020 wounds fresh",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183833-ougrqnfukk-1670128745.jpg
"LIC’s investments in Adani Group have increased sharply in past two years, say reports","Dec 02, 2022 · 04:42 pm",https://scroll.in/latest/1038875/lics-investments-in-adani-group-have-increased-sharply-in-past-two-years-say-reports,"The Life Insurance Corporation has significantly increased its shareholding in four out of seven listed companies of the Adani Group since September 2020, news reports have said.
The total value of the public sector undertaking’s shareholding in the seven Adani Group companies currently stands at Rs 74,142 crore, The Indian Express reported on Friday, citing the business conglomerate’s filings to stock exchanges.
The sharpest rise among LIC’s holdings in Adani Group firms has been in Adani Total Gas, in which the public sector undertaking’s stake increased from less than 1% in September 2020 to 5.77% in September 2022.
Similarly, LIC’s stake in the conglomerate’s flagship Adani Enterprises increased from less than 1% to 4.02%. Its holdings in Adani Transmission rose from 2.42% to 3.46%, and in Adani Green Energy from less than 1% to 1.15%.
The three Adani Group firms in which LIC’s shareholding has not increased significantly are Adani Ports, Adani Power and Adani Wilmar.
The Adani Group is the third largest entity into which LIC has invested after Reliance Industries and the Tata Group, according to Business Standard.
LIC’s investment in the Adani Group in the past two years has been 4.9 times the level of investments by mutual funds in the same stocks, The Morning Context reported. The public sector undertaking, on its own, reportedly accounts for 81.7% of the domestic institutional investment into five stocks from the Adani Group.
An unidentified corporate advisor told the website that the government-owned life insurer has been majorly increasing its investments in Adani stocks without an explanation.
“LIC is increasing its investments in AEL [Adani Enterprises Limited] every quarter without any explanation on what they see as the value,” the advisor said. “As an insurance company, LIC’s equity investments have to be transparent in the interest of policyholders. In my mind, these investments in Adani stocks go against that principle.”
In September, LIC had investments worth Rs 40.99 lakh crore. Out of these, 8.31 lakh crore, or 20.3%, were in equity shares. The insurer received gains of Rs 42,000 crore from its equity investments in 2021-’22, as against Rs 37,000 crore in the previous financial year.
Adani Group’s expansion
In the past few years, the Adani Group has diversified its interests from coal and ports and entered the domains of defence, urban water management, small and medium sector lending, power transmission, airports, data centers as well as cement and green energy sectors.
In May 2019, a report by Scroll.in showed that from 2014 to 2019, the Adani Group expanded its operations substantially despite relatively small profits and also at a time when other infrastructure companies were shedding assets.
In August, CreditSights, a debt-research unit of credit rating agency Fitch Group, warned that the Adani Group was “deeply overleveraged” as the conglomerate had been investing aggressively across several businesses.
CreditSights said that in the worst case scenario, the Adani Group could fall into a debt trap and default.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183759-nyvvfnkdec-1669983370.jpg
TRS leader K Kavitha named by Enforcement Directorate in Delhi liquor policy case,"Dec 01, 2022 · 11:48 am",https://scroll.in/latest/1038752/trs-leader-k-kavitha-named-by-enforcement-directorate-in-delhi-liquor-policy-case,"The Enforcement Directorate on Wednesday named Telangana Rashtra Samithi MLC K Kavitha in the Delhi liquor policy case, NDTV reported.
In a court filing, the agency claimed that Kavitha, who is the daughter of Telangana Chief Minister K Chandrashekhar Rao, was part of a “south group” which paid at least Rs 100 crore in kickbacks to leaders of the Aam Aadmi Party through businessman Vijay Nair, who has been arrested in the case.
The agency also alleged that leaders of the Aam Aadmi Party considered the liquor policy as a device to allegedly generate illegal funds at the cost of the state exchequer, according to The Hindu.
The Enforcement Directorate made the claim while seeking custody of Amit Arora, who was arrested on Tuesday. Arora is the director of Gurugram-based Buddy Retail and a close aide of Delhi Deputy Chief Minister Manish Sisodia who is also an accused in the case.
Nair, who was in charge of the communication desk in the Aam Aadmi Party, was arrested in the case by the Central Bureau of Investigation in September.
On August 17, the CBI had booked Sisodia and 14 other persons on charges of irregularities in the new liquor policy.
Under the new policy, which was implemented in Delhi on November 17, licences of 849 liquor shops were issued to private firms through open bidding. However, on July 30, the Delhi government withdrew the policy after Lieutenant Governor Vinai Kumar Saxena recommended an inquiry into it by the central agency.
On September 1, Delhi reverted to its old liquor policy, under which only state-run stores are allowed to operate. According to the first information report, Arora was accused by the CBI of receiving a bribe of Rs 1 crore from a liquor manufacturer on behalf of Sisodia.
On Thursday, Kavitha accused the Bharatiya Janata Party and Prime Minister Narendra Modi of misusing central agencies, reported NDTV.
“Any state where elections are to happen, the Enforcement Directorate arrives before the PM [Modi],” Kavitha said. “You cannot win elections using your central agencies.”
She also accused the BJP of conspiring to destabilise the Telangana government.
Kavitha, however, added that she will cooperate with the Enforcement Directorate in the investigation.
‘Sisodia, others changed mobile phones 170 times’
Meanwhile, the Enforcement Directorate on Wednesday told the court that there was largescale destruction of evidence in the Delhi liquor policy case, reported The Indian Express.
The agency alleged that 36 accused persons in the case destroyed or used 170 mobile phones between May and August.
“The magnitude of the destruction is such that most suspects, liquor barons, senior government officials, excise minister of Delhi [Sisodia] and other suspects have changed their phones multiple times and this amounted to a loss of a whooping sum of Rs 1.38 crore,” the agency told the court.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/178800-lotcffjwyj-1661162089.jpg
Two arrested for molesting South Korean YouTuber in Mumbai,"Dec 01, 2022 · 02:34 pm",https://scroll.in/latest/1038768/two-arrested-for-molesting-south-korean-youtuber-in-mumbai,"Two persons were arrested on Thursday for molesting a South Korean YouTuber in Mumbai, the police said.
The incident took place on Tuesday night in the city’s Khar (West) area when the foreign national was shooting a video.
A video of the incident, which was shared widely on social media, shows two men approaching her and asking her age. They also try to grab her hand and forcibly take the YouTuber to their vehicle.
“Last night on [live] stream, there was a guy who harassed me,” the YouTuber said in a tweet on Wednesday. “I tried my best not to escalate the situation and leave because he was with his friend. And some people said that it was initiated by me being too friendly and engaging [in] the conversation. Makes me think again about streaming.”
On Thursday, the Mumbai Police said that the accused were identified as Mobeen Chand Mohammed Shaikh (19) and Mohammed Naqib Sadarialam Ansari (20), according to NDTV. They were sent to one-day police custody, ANI reported.
They have been booked under Section 354 (assault or criminal force with intent to outrage modesty of a woman) of the Indian Penal Code. They will be produced before a court later in the day.
Deputy Commissioner of Police Anil Paraskar said that the police took cognisance of the incident on its own and lodged a first information report on the complaint of a female police staffer, reported The Indian Express.
“We tried to get in touch with the complainant after the video went viral, however, the foreign national said that she will be coming to the police station,” Paraskar told the newspaper.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183691-nxxsfaumap-1669883259.jpg
"Executive and judiciary should not fight each other, says Law Minister Kiren Rijiju","Nov 26, 2022 · 08:07 am",https://scroll.in/latest/1038368/executive-and-judiciary-should-not-fight-each-other-says-law-minister-kiren-rijiju,"Union Law Minister Kiren Rijiju said on Friday that the executive and the judiciary should avoid run-ins with each other as both have origins in the Indian Constitution, PTI reported.
Addressing an event on the eve of Constitution Day, which is celebrated on November 26, Rijiju assured that the central government will ensure the independence of judiciary.
“We [executive and judiciary] are the child of the same parent,” Rijiju said at the event organised by the Supreme Court Bar Association. “We are on the same page and there is no use in fighting among ourselves.”
Rijiju claimed that that since the Narendra Modi-led government came to power more than eight years ago, it has not done anything to undermine the sanctity of the Constitution, Bar and Bench reported.
The law minister’s comment came at a time when he has repeatedly criticised the collegium system of judicial appointments. Even on Friday, at a separate event, he said that the system lacks transparency, The Times of India reported.
Last month, he had said that the government was unhappy with the Supreme Court’s 2015 decision to strike down the National Judicial Appointments Commission Act passed by Parliament months after Narendra Modi took over as the prime minister in 2014.
The law had proposed to make judicial appointments through a body comprising of the chief justice, two senior Supreme Court judges, the law minister and two other eminent persons nominated by the chief justice, the prime minister and the leader of the Opposition.
The National Judicial Appointments Commission was to replace the collegium system, under which five senior-most judges of the Supreme Court, including the chief justice, decide on the appointments and transfers of judges to the top court and the High Courts.
Earlier this month, the Supreme Court had also issued a notice to the Centre asking it to explain its delay in the appointment of judges. The judges were hearing a contempt petition filed last year by the Advocates Association Bengaluru against the Union law ministry not approving 11 names given by the Supreme Court collegium.
At Friday’s event too, Supreme Court Bar Association President Vikas Singh said that the Centre “cannot be seen violating the rule of the law” on appointment of judges, PTI reported.
He added that the Centre cannot “pick and choose” names recommended for appointment by the collegium.
“There is an apparent conflict which is quite obvious everywhere that names are being recommended and not being appointed,” Singh said. “This according to me is a complete negation of rule of law. I beseech the law minister to please ensure that this negation does not happen anymore.”
Chief Justice of India DY Chandrachud and Attorney General R Venkatramani were also present at the event.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/52507-naqsxravrm-1488281471.jpg
"Bhupendra Patel elected as leader of legislature party, to continue as Gujarat CM for second term",2 hours ago,https://scroll.in/latest/1039468/bhupendra-patel-elected-as-leader-of-legislature-party-to-continue-as-gujarat-cm-for-second-term,"Bhupendra Patel will continue as the Gujarat chief minister for the second straight term as the newly-elected Bharatiya Janata Party MLAs unanimously chose him as the leader of the legislature party during a meeting on Saturday, reported PTI.
On Thursday, the BJP had won 156 of the 182 seats in the Gujarat Assembly elections, putting up the best performance ever by a party in the state polls.
A day later, Patel resigned as the chief minister, along with his entire Cabinet, to pave the way for forming the next government.
Senior BJP leaders Rajnath Singh, BS Yediyurappa and Arjun Munda were present for Saturday’s meeting as the party’s central observers.
The BJP had already announced that the swearing-in ceremony of the new government will take place on December 12. It will be attended by Prime Minister Narendra Modi, Union Home Minister Amit Shah and chief ministers of BJP-ruled states.
The BJP’s performance on Thursday had eclipsed the Congress’ best results, when it had won 149 seats in 1985. The BJP had first secured a clear majority in the state in 1995, winning 121 seats, and has won every Assembly election in the state since then.
However, its best showing was in 2002, when the saffron party won 127 seats in the aftermath of the communal riots that had broken out in the state in February that year. This was also the first election in which Narendra Modi was seeking a full term as chief minister.
He had succeeded Keshubhai Patel in 2001, who had resigned mid-term.
Also read:
Election results: The BJP is hegemonic at the national level – but weak in the states",https://s01.sgp1.cdn.digitaloceanspaces.com/article/163943-leouedbidl-1631448131.jpg
"Delhi civic polls: ‘Indebted to citizens,’ says Arvind Kejriwal as AAP wins majority","Dec 07, 2022 · 08:15 am",https://scroll.in/latest/1039187/delhi-civic-polls-counting-of-votes-begins-for-250-wards,"The Aam Aadmi Party on Wednesday won a clear majority in the 250-ward Municipal Corporation of Delhi, bagging 134 seats. The Bharatiya Janata Party, which held the Delhi civic body for the last 15 years, finished with a tally of 104 seats.
The Congress could not get to double-digits and managed to bag only nine wards, while Independent candidates won in three seats.
This was the first time that civic elections were held in the national capital since the North Delhi Municipal Corporation, South Delhi Municipal Corporation and East Delhi Municipal Corporation were merged in May.
Here are the top updates of the day:",https://s01.sgp1.cdn.digitaloceanspaces.com/article/184000-eiurkywxvf-1670404324.jpg
