Post Name,Post Date,Links,Data inside Links
Helpful Birdwatch notes are now visible to everyone on Twitter in the US,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/product/2022/helpful-birdwatch-notes-now-visible-everyone-twitter-us,"Product
Helpful Birdwatch notes are now visible to everyone on Twitter in the US
By
Community Notes
Thursday, 6 October 2022
As of November 2022, Birdwatch is now Community Notes.
We’ve been piloting our Birdwatch program for over a year to bring helpful context to Tweets in a transparent and collaborative way.
Now for the first time, we’re expanding the visibility of Birdwatch notes — written and selected by people on Twitter, for people on Twitter — to everyone in the US.
Starting today, if you’re using Twitter in the US, you’ll begin to see some Tweets accompanied by a note containing relevant information that’s been rated “Helpful” by Birdwatch contributors. Most notes contain additional sources that can be clicked for an even deeper dive into a subject or conversation.
You'll also have the ability to rate the notes you see to help us understand if they’re helpful or not.
Keeping Birdwatch notes helpful for everyone
Birdwatch is made up of independent contributors, and individual notes are never written by Twitter, Inc. This is intentional, as it helps ensure our efforts to address potentially misleading information are informed by a diverse group of people who use our service.
The program is designed to surface notes that are informative and helpful to as many people as possible thanks in large part to what’s known as a bridging algorithm. Here’s how it works: 
In order to be shown on a Tweet, Birdwatch notes need to be found helpful by people who have tended to disagree in their past ratings. This means the algorithm takes into account not only how many contributors rated a note as Helpful or Not Helpful, but also whether people who rated it seem to come from different perspectives. Check out our Birdwatch guide for more info on this.
In many online spaces, especially those using engagement-based ranking, divisive content can be more likely to go viral. Bridging-based ranking systems aim to overcome this 'bias toward division'. Birdwatch’s use of bridging to elevate context found helpful by people that tend to disagree is an exciting step toward a better internet — one that supports those building common ground.
Aviv Ovadya
Technology and Public Purpose Fellow, Belfer Center at Harvard Kennedy School (2021-2022)
@metaviv
Additionally, to keep the quality of notes high and encourage contributors to write and rate notes in a thoughtful way, we developed a Birdwatch onboarding process through which new contributors earn the ability to write notes by consistently rating other contributors’ notes and reliably identifying those that are Helpful and Not Helpful. 
Expanding Birdwatch based on positive results
We’re opting to expand the visibility of Birdwatch notes to everyone in the US based on research that indicates the program is helpful and informative to people who hold different points of view.
According to the results of four surveys run at different times between August, 2021 and August, 2022, a person who sees a Birdwatch note is, on average, 20-40% less likely to agree with the substance of a potentially misleading Tweet than someone who sees the Tweet alone. Survey participation ranged from 3,000 to more than 19,000 participants, and the results were consistent throughout the course of the year, even as news and Tweet topics changed.
We also see that Birdwatch informs sharing behavior. Analyzing our internal data, we’ve found that a person on Twitter who sees a note is, on average, 15-35% less likely to choose to Like or Retweet a Tweet than someone who sees the Tweet alone.
In our most recent survey, notes were found to be informative regardless of a person's self-identified political party affiliation — there was no statistically significant difference in average informativeness across party ID. 
An open and transparent process
We believe that earning trust starts with transparency. That’s why we’ve made the Birdwatch algorithm publicly available on GitHub, along with all the data that powers it, so anyone can audit, analyze, or suggest improvements. Whether you’re a researcher, a hobbyist, or simply curious, you can explore and run the Birdwatch algorithm on your own computer using the guide link shared above. 
You can also keep up to date with all things Birdwatch by following our official @Birdwatch Twitter account, or click this link to apply to become a Birdwatch contributor and help improve the health of conversations on Twitter."
New video products make it easier to watch what’s happening on Twitter,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/product/2022/new-video-products-make-easier-watch-what-happening-twitter,"Product
New video products make it easier to watch what’s happening on Twitter
By
Twitter Inc.
Thursday, 29 September 2022
Videos are a huge part of the public conversation, and they’re one of the most engaging ways people can express themselves online. In fact, videos shared on Twitter receive billions of combined views every year (that’s billions with a “b”).
To help make it easier to find and watch what’s happening, we’re rolling out two new updates to how you experience videos on Twitter starting today. Here’s a quick look at what you can expect, and how to use them. 
Immersive viewing and easy discovery
Twitter’s updated immersive media viewer expands videos to full screen with a single click, allowing you to easily access the full, immersive viewing experience. To activate it, simply tap/click on a video in the Twitter app.
Once the video has been launched in full screen mode, we’ve made video discovery easier as well. Just scroll up to start browsing more engaging video content. If you want to exit the viewer and go back to the original Tweet, click the back arrow in the top left corner.
Our immersive media viewer will be available in the coming days to people using Twitter in English on iOS.
Showing more videos in Explore
Say hello to the newest addition to Twitter’s Explore tab. 
With our new video carousel, you can now easily find more videos you like alongside Tweets and Trends that might interest you. Just open the Explore tab to discover some of the most popular videos being shared on Twitter. 
The video carousel is currently available to people in select countries using Twitter in English on iOS and Android.
Making Twitter the best place for video 
We want to make it easy for everyone to use our service in the way that best fits their needs, and videos (including fun movie teasers) an important part of that.
Keep your eyes on Twitter for more updates on how we’re working to improve your media experience."
Our approach to the 2022 elections in Brazil and partnership with AFP,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/company/2022/our-approach-2022-elections-brazil-new-partnership-afp,"Company
Our approach to the 2022 elections in Brazil and partnership with AFP
By
Twitter Brasil
Wednesday, 28 September 2022
The Brazilian presidential elections are happening, and Twitter is working to encourage safe and informed civic participation.
To do that, we’ve rolled out a series of products and initiatives designed to make credible information more accessible, provide real-time insights and context on important issues, highlight relevant conversations happening on Twitter, and more.
Here are some of the things we’ve done to promote healthy and informed Twitter conversations in Brazil.
Seeing what’s happening in the elections
Twitter has introduced a new “Eleições 2022” section in our Explore tab 🔎that’s regularly updated with the latest news and information related to the election. 
The tab is localized to include regional office races in 10 states across Brazil. For those who have Twitter notifications enabled, we send notices whenever an important moment or conversation around the election is taking place.
We’ve also made it easier to identify candidates running for President, Vice-President, Senator, and Governor by including easily visible labels on the profile page of each candidate’s Twitter account.
Focusing on civic integrity
Twitter created our Civic Integrity Policy to prevent our service from being used to interfere in elections or other civic acts. It’s an additional layer of protection whose purpose is to ensure that the public debate taking place on Twitter doesn’t harm people’s right or ability to vote. This extra policy is applied for a limited period of time before, during, and after an election — an interval determined by consulting with civic integrity experts.
With the Civic Integrity Policy in place in Brazil, Twitter will take measures in relation to content:
Intended to intimidate people from participating in civic acts or to mislead them about how to take part in them
That makes any false or misleading statements undermining public confidence in the election
That intentionally indicates false or improper affiliation, own or of third parties, to candidates, parties and other institutions
Depending on the severity of the violation, corrective measures may include tagging or removing the Tweet or even suspending the account.
It’s important to note that this policy does not cover all types of political content. Its focus is on misleading information that may harm the progress, popular participation, and/or outcome of a democratic electoral process.
Keeping people informed
To help people find answers to their most common questions about the elections, we teamed up with Politize!, a civil society organization focused on political education. Anyone who sends a Direct Message (DM) to @Politize! will receive information that helps answer questions about the 2022 elections, politics in general, tips on how to spot fake news and have healthy conversations, and suggestions for reliable data sources.
We’ve also partnered with Brazil’s Superior Electoral Court (TSE) to create a series of search prompts that appear as the first result of Twitter searches related to the election, among other initiatives. These prompts direct people to the TSE’s official and reliable information on things like electronic voting machines, voter registration cards, and more.
Curating reliable content
We’re committed to expanding people’s access to reliable content related to the elections. That’s why we’re making “pre-bunk” Moments available — Tweets with credible information that are presented in Twitter’s Explore tab, Trends, and search area.
Pre-bunks bring factual context to the most common misleading claims related to elections thanks to our collaboration with trusted national and regional partners, allowing us to preemptively inform people of potential misinformation that may be circulating during the electoral period.
Twitter’s Curation team also provides “debunk” Moments to clarify, contrast, or contextualize misinformation narratives. Specific criteria are taken into account for both pre-bunks and debunks, including large volumes of conversations on a public health topic, electoral processes, or involving manipulated media.
Encouraging participation in the conversation
We know that the 2022 elections are important to Brazilians. The topic was Tweeted about more than 56 million times in the first eight months of 2022 alone. 
To help encourage people to engage in the conversation, Twitter has introduced a series of unique emojis around the elections in Brazil. These emojis appear whenever popular hashtags such as #Eleções2022, #VoteConsciente, and #ProjetoEleição are used.
We’ll be adding in additional hashtag-prompted emojis around specific events such as debates and on election day itself. 
Beyond the elections: Twitter’s partnership with AFP
Healthy conversations are informed by reliable information. 
That’s why Twitter has been partnering with AFP, a leading global news agency, to help elevate credible news and information in Portuguese. The collaboration started as a pilot in 2021 and has recently been renewed for a one-year term. It specifically focuses on Brazil, enabling our Curation Team to increase the speed and scale of our efforts to add context to the wide range of global topics and conversations happening on Twitter.
AFP has joined trusted news organizations Reuters and The Associated Press in working with Twitter to identify and elevate credible information. We then show this curated information to people in various locations throughout our service to give context to some of the most important and talked-about issues as they happen. These locations include:
Trends
The Explore tab
Search
Prompts
Tweet labels
Learn more 
For more on what we’re doing to encourage civic participation in Brazil, check out our Portuguese-language articles here and here."
The Twitter Moderation Research Consortium is now open to researchers,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/company/2022/twitter-moderation-research-consortium-open-researchers,"Company
The Twitter Moderation Research Consortium is now open to researchers
By
Yoel Roth
Thursday, 22 September 2022
Twitter is committed to data-driven transparency. 
In 2018, this commitment led us to publish the first comprehensive public archive of data related to state-backed information operations. Then, earlier this year, we launched the Twitter Moderation Research Consortium (TMRC) — a global group of experts studying platform governance issues. 
These combined efforts have given tens of thousands of researchers access to 52 datasets spanning nine terabytes of media and more than 220 million Tweets, all with one goal in mind: empowering an unprecedented level of empirical research into state-backed attacks on the integrity of the conversation on Twitter.
Now we want to take it a step further. That’s why, starting today, we’re offering researchers the opportunity to apply for membership in the TMRC.
How to apply for the Twitter Moderation Research Consortium
Membership in the TMRC is open to global researchers from across academia, civil society, NGOs, and journalism. Our goal is simple: prioritize transparency by sharing more data on more issues to those who are studying content moderation. 
We developed our application process in consultation with members of our Trust & Safety Council and other global experts. You can learn more about the Consortium here or review eligibility criteria and apply for membership here. 
Why is transparency such a priority at Twitter?
Over the years, we’ve learned and shared a lot about the importance of combating manipulation and interference in political conversations on Twitter. 
By providing academics and researchers with access to specific, granular data (not just aggregated reports), we enable them to find insights and contextualize information in a way that increases the visibility of the reports themselves.
For example, earlier this year we shared data from about 15 information operations as a pilot for the TMRC. This data has already enabled critical, independent research by TMRC’s partners at the Stanford Internet Observatory, the Cazadores de Fake News, and the Australian Strategic Policy Institute.
We’ll continue to share platform manipulation campaigns and information operations with the Consortium, in line with our platform manipulation and spam policy. This includes sharing data with TMRC researchers about the networks we remove and technical information about the presumptive country of origin of information operations. However, as we’ve said previously, we'll no longer share our own attribution information for these datasets. 
Our goal is to remain transparent about the activity we identify on Twitter while addressing the considerable safety, security, and integrity challenges that come with disclosures of this kind. 
Over time, we intend to share similarly comprehensive datasets about other content moderation policy areas and enforcement decisions, such as data about Tweets labeled under our misinformation policies."
How recommendations help you discover more on Twitter,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/product/2022/how-recommendations-help-discover-more-twitter,"Product
How recommendations help you discover more on Twitter
By
Twitter Inc.
Tuesday, 20 September 2022
Twitter is always working to make it easier for you to discover the conversations and accounts that interest you the most. Recommendations are one of the ways we do that. 
If you’ve ever seen a Tweet you enjoyed from someone you didn’t follow, you’ve probably seen a recommendation. Think of them as personalized suggestions that are shown to you based on actions you take on Twitter.
Recommendations are designed to enrich your Twitter experience, and the more you know about them, the better they can be. In fact, we’ve put together a whole Help Center article detailing what types of content we recommend, where recommendations appear, and how you can control them (definitely worth a read).
If you’re pressed for time, however, here’s the tl;dr on recommendations and how we’re working to improve them.
How and where Twitter recommends content
The content we recommend to you is informed by actions you take on Twitter, also known as signals.
Signals can include things like interests you’ve told us about, Topics you follow, Tweets you engage with, and even Tweets people in your network like. Based on these signals and more, we’ll show you content we think you’ll be interested in. 
Recommendations can appear in your Home timeline, certain places within the Explore tab, and elsewhere on Twitter.
Maintaining a high standard for recommendations
Because recommended content doesn’t always come from people and accounts you follow, we work to surface conversations that are relevant, healthy, and authentic.
Our recommendations team partners closely with our Health, Trust & Safety, and Machine Learning Ethics teams to make sure we’re recommending high-quality content. You can read more about our standards for recommendations in the Help Center article linked above. 
Controlling your recommendations
In addition to improving the quality of our recommendations, we also provide tools to manage recommendations and clear ways to tell us when we do and don’t get it right. This is an important part of enabling you to use Twitter on your own terms. 
One of these options is the “sparkle icon”  ✨ located at the top right corner of your Home timeline. This lets you toggle between seeing top ""For You"" Tweets, which include recommendations from accounts and Topics you don’t follow, and ""Latest"" Tweets from only the accounts you do follow. 
You can also give us feedback on recommendations you see on your Home timeline. For example, liking or Retweeting recommended content will send us a signal that you find it interesting. Selecting “Not interested in this Tweet/Topic” from the Tweet menu, on the other hand, will tell us you’d like to see less of that type of content.
How we’re Improving recommendations
Finding Tweets and accounts you like should feel effortless. That’s why we’re investing in improving the quality of recommendations across Twitter and continuing to explore ways to make them easier to understand and control. 
This includes a new design with an “X” on Tweets making it simple to remove them from your Home timeline and share your feedback with us. We’re also testing new ways to clearly distinguish and switch between your “For You” Home timeline view that includes recommendations and the “Latest” view that doesn’t.
With millions of people signing up for Twitter every day, we’re also testing new ways for people who are new to our service to tell us more about what they’re interested in. This way we can easily recommend content, accounts, and Topics you truly want to see. 
We’ll continue working to improve the way you discover timely and interesting content on Twitter, and we’ll keep sharing our progress with you along the way."
We’re making images on Twitter more accessible. Here’s how,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/product/2022/making-images-twitter-more-accessible,"Product
We’re making images on Twitter more accessible. Here’s how
By
Twitter Accessibility
Monday, 19 September 2022
Not everyone experiences Twitter in the same way. For those who are blind or have low vision, image descriptions are an important tool for clarifying and enriching their experience. 
That’s why we’re rolling out a new image description reminder to encourage more people on Twitter to add helpful descriptions to the images they Tweet. 
Here’s how it works — and why it’s important.
Activating Twitter’s new image description reminder
Whenever you add a photo to a Tweet, you have the option to describe it using alt text, also known as a digital image description. Our new image description reminder is a feature that prompts you to make a good habit of adding alt text to every image you upload and share on Twitter.
Once enabled, the feature sends you a prompt on web and mobile reminding you to add alt text whenever you’re about to Tweet an image.
We’re rolling out our new image description reminder globally, and most people on Twitter have access to it already (those who don’t will have it very soon). To activate it, open the main menu and select:
Settings and privacy > Accessibility, display, and languages > Accessibility > Receive image description reminder
Why is it important to add image descriptions? 
Adding descriptions to an image helps create a more inclusive experience for everyone on Twitter. The descriptions are useful not only to people using screen readers, but to those in low-bandwidth areas, those with web phones, and anyone who wants to learn more about an image. 
Image descriptions help describe the image to people who aren’t able to view it, so it’s important to keep the text focused: capture what’s important, be succinct, and be objective. For example, if you’re Tweeting a photo of your favorite beach, you can write: 
“An empty beach at sunset with red, orange, purple, and blue colors in a cloudless sky. Palm trees are visible in the foreground.”
You can read more about how to write great image descriptions.
Photos with descriptions appear with an ALT badge in the lower left corner, making it clear that additional descriptive text is available for the image. Similar to Tweet text translations, Twitter translates image descriptions to allow people from around the world to benefit from image descriptions.
Improving accessibility at Twitter
Our new image description reminder is part of our continuing efforts to make the public conversation more accessible to everyone. Other work we’ve done recently includes adding an ALT badge, a Closed Captions toggle button, and captions for audio conversations on Spaces and Voice Tweets.
This work is made possible by our Accessibility Experience Team that works within our product organization on new and existing features and products, providing resources and tools that promote greater accessibility on Twitter. 
In addition to the Accessibility Experience Team, Twitter has also created an Accessibility Center for Excellence whose role it is to consult and partner with teams across the company to ensure that everything from our legal and policy standards to our marketing strategies and office spaces are more accessible.
You can learn more about how we’re making Twitter more accessible by following @TwitterA11y, or Tweet your first image using an image description."
Moments that defined a record-breaking summer on Twitter,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/insights/2022/moments-that-defined-record-breaking-summer-twitter,"Insights
Moments that defined a record-breaking summer on Twitter
By
Twitter Inc.
Friday, 16 September 2022
Some of the biggest moments from around the world are discussed on Twitter.
From long awaited movie and album releases to sports highlights and global events that shape the course of history, Twitter is where people come to share and talk about the moments that impact them the most.
And the summer of 2022 has been no different.
September has already set the record for the biggest day in Twitter’s history, but there’s much more to a record-breaking summer than just 24 hours. Take a look below at just a few of the moments that helped define the summer of 2022 on Twitter.
Music
In late July, a one word Tweet from Beyoncé — “RENAISSANCE…” — drove more than 6.1 million video views and sent people across Twitter scrambling to listen to “Queen Bey’s” newest album.
K-pop superstars BLACKPINK dropped the teaser for their hit single Pink Venom on Twitter on August 17, racking up more than 300,000 likes and nearly 4 million views.
And who could forget BTS’ Jung Kook showing millions of viewers on Twitter how he likes to groove on his 25th birthday?
Movies and TV
When Thai actors/models Bright Vachirawit and Win Metawin touched down in Singapore on July 13 for the Burberry TB Summer Monogram Takeover event, Twitter lit up with more than 1.8 million Tweets talking about them. 
Just ten days later, Marvel’s WAKANDA FOREVER Tweet, with its official teaser set to a modern version of Bob Marley’s No Woman, No Cry, made millions of people around the world watch and ask: who is the next Black Panther?
Current Events
The US Supreme Court’s decision to overturn Roe v. Wade sparked strong debate on Twitter surrounding important issues like health, politics, and women’s rights. More than 10 million Tweets about these subjects were posted on June 24, the day of the court’s ruling.
Then on September 8, the world learned via the Royal Family’s official Twitter account that Queen Elizabeth II, the UK’s longest reigning monarch, died peacefully in her home at Balmoral.
Sports
The Twitter world celebrated Lionel Messi’s 35th birthday in style on June 24 with more than 600,000 Tweets mentioning the Argentine soccer (football) superstar. 
And speaking of “the beautiful game”, Brazil’s Campeonato Brasileiro was Tweeted about more than 12 million times throughout the summer. Avaí vs Flamengo’s July 24 match alone saw nearly 800,000 conversations on Twitter.
In Dubai, the 2022 Asia Cup prompted a surge in Tweets about cricket: more than 1.4 million on August 28 when Pakistan and India squared off, and more than 1.5 million 11 days later when Virat Kohli scored his 71st international 100 in India’s match against Afghanistan.
And of course, in early September during the US Open tennis tournament, Serena Williams cemented her legacy both on the court and as the most Tweeted about female athlete ever.
We come together on Twitter
These are just a few of the incredible Twitter moments that have helped make the summer of 2022 so memorable. We can’t wait to see what you’ll talk about next.
Click here to add your voice to the conversation."
"How many people come to Twitter for news? As it turns out, a LOT","Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/insights/2022/how-many-people-come-twitter-for-news,"Insights
How many people come to Twitter for news? As it turns out, a LOT
By
Twitter News
Monday, 12 September 2022
People come to Twitter for many reasons. As it turns out, one of the biggest is to stay informed about current events.
Whether it’s politics, world & local news, entertainment, sports, technology, or health & wellness, Twitter has become home to some of the most relevant conversations about news and current events happening around the world.
Why is this important information to know? First, it helps us understand and better serve people’s interests. Second, it reinforces the importance of the work we’re doing to address misinformation, add helpful context to Tweets, and keep people better informed about the news they consume on Twitter.
To help give you visibility into some of these findings, we’ve compiled learnings from studies Twitter has performed with YouGov and Sparkler, as well as internal Twitter data and third party research from groups like YouGov and Pew Research. Unless otherwise noted, these studies and surveys have been conducted with respondents in the US. 
Read on to learn more about the ways people engage with current events on Twitter.
People engage regularly with news on Twitter 
People on Twitter are avid news consumers. Many of them are interested in politics and current events, and they regularly Tweet about it.
94% of people on Twitter express interest in current events
85% of people on Twitter watch, read, or listen to the news at least once a day
83% of people on Twitter Tweet about news
3 in 4 people who come to Twitter for news do so at least once a day
55% of people on Twitter get their news from Twitter, more than other social media platforms
75% of people who come to Twitter for news follow news about politics and current events on Twitter
In the first 6.5 months of 2022, there were 4.6B Tweets about news in the US (#1) and 10.4B Tweets about news globally (#2)
Twitter connects people with news outlets and journalists
In addition to helping people learn about and share current events, Twitter facilitates the discovery of news outlets and journalists. People regularly follow news-related Twitter accounts, and more than 80% of young journalists rely on Twitter for their jobs.
62% of Twitter news consumers say “Twitter helps me find new news outlets to follow”
60% of people on Twitter say they have followed an account related to US national news in in the past year
55% of people on Twitter say they have followed an account related to local news in in the past year
50% of people on Twitter say they have followed an account related to international news in in the past year
50% of people on Twitter say they have followed a journalist on social media in in the past year
83% of young journalists (ages 18-29) say Twitter is the social media site they use most or second most in their job
Stay informed
Keep your eyes here for more information, or follow @TwitterNews for best practices and innovative uses of Twitter by journalists and newsrooms.
Sources
Twitter x YouGov, December 2021. US, n = 1257
Pew Research, How Americans Tweet about the news, June-Aug 2021, US, n = 620
Twitter x Sparkler via Twitter Insiders, July 2022, US, n = 286
Pew Research, News Consumption x Social Media in 2021, July-Aug 2021, US, n = 11,178
Twitter x Sparkler via Twitter Insiders, May 2022, US, n = 286
Internal Twitter Data, 1/1-7/13/22, global and US. Top 50 disaggregated topics were aggregated based on overarching topic
Twitter x Sparkler via Twitter Insiders, May 2022, US, n = 548.
YouGov Profiles, December 2021, US
Twitter Insiders, December 2021, US, n = 226
Pew Research, Feb-March 2022, US Journalists, n = 11,889"
Serena by the numbers: The most Tweeted about female athlete of all time,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/insights/2022/serena-numbers-most-tweeted-about-female-athlete-all-time,"Insights
Serena by the numbers: The most Tweeted about female athlete of all time
By
Twitter Inc.
Thursday, 8 September 2022
Serena Williams has been a dominant force on the tennis court for 27 years — and while Twitter hasn’t been around quite that long, she continues to rack up the W’s here as well.
Last week, in addition to shattering ESPN’s all-time tennis viewership record during her farewell match at the US Open, Serena was officially crowned the most Tweeted about female athlete of all time.
It’s true. During the course of 2022's US Open alone, she’s been mentioned in over a million Tweets and counting. Here are some more stats you might be interested to know:
Serena has over 10.7 million Twitter followers and still ranks among the top 20 female athletes with the most new followers in 2021 — more than two decades after her career began
@serenawilliams is the most mentioned player handle in the tennis conversation globally since the start of the US Open
All of the top 5 most Retweeted Tweets about tennis since the start of US Open are about Serena
Serena continues to bring new audiences to tennis, with approximately 30% of users who Tweeted about Serena in August having not Tweeted about tennis all year 
We just wanted to give credit where credit’s due. Here’s to 367 major match victories, 23 Grand Slam singles championships, 4 gold medals and countless memories.
#thankyouserena"
Birdwatch is getting a new onboarding process and more visible notes,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/product/2022/birdwatch-getting-new-onboarding-process-more-visible-notes,"Product
Birdwatch is getting a new onboarding process and more visible notes
By
Twitter Inc.
Wednesday, 7 September 2022
As of November 2022, Birdwatch is now Community Notes.
Birdwatch is a collaborative way to add helpful context to Tweets and keep people better informed.
As a recap, the program is made up of a group of people, or contributors, who help identify information in Tweets they believe is misleading and write notes that provide informative context. Only notes that are rated Helpful by a diverse group of contributors, or that “bridge” across groups of people who have tended to disagree in their past ratings, are made visible on Twitter.
The program began testing in 2021 and is regularly being updated and improved thanks to analysis from our research team and feedback from our academic advisory board and Birdwatch contributors. Now, we’re rolling out a new onboarding process and expanding the visibility of notes to increase the positive impact of Birdwatch and enable healthier Twitter conversations. 
Here’s a look at what’s new, along with some important new findings that highlight the impact Birdwatch is already having on Twitter.
A better way to join and contribute to Birdwatch
We're rolling out an updated Birdwatch onboarding process that better incentivizes contributors to write and rate notes in a thoughtful way.
New Birdwatch contributors who have met the eligibility criteria* will begin with an initial Rating Impact score of zero, which they can increase by consistently rating other contributors’ notes and reliably identifying those that are Helpful and Not Helpful. Once a contributor’s score has risen to five, they can start writing notes.
Contributors can further increase their Writing and Rating Impact scores by both writing Helpful notes and continuing to rate notes written by others. Repeatedly writing notes that reach a status of Not Helpful, however, will result in a decreasing score and could temporarily lock a contributor’s note writing ability.
*Birdwatch contributors must have a verified phone number from a trusted US-based carrier, no recent Twitter Rules violations, and a minimum six months on Twitter.
Expanding the Birdwatch contributor base and the visibility of notes
With the new onboarding process in place, we’re ready to begin expanding our contributor base. 
We’ll start by adding larger groups of eligible applicants to the pilot on a more frequent basis. The process will be adjusted as needed as we closely monitor whether this change has any impact on either the quality or the frequency of contributions. 
The visibility of notes on public Tweets will also be increasing. In the coming weeks, more people using Twitter in the US will start to see notes on Tweets that Birdwatch contributors have collectively identified as Helpful. Importantly, this doesn’t mean you’ll start seeing notes on every Tweet, simply that a larger number of you will start seeing notes that have been rated Helpful. 
Understanding the impact of Birdwatch
Our research indicates that Birdwatch is an effective way to keep people better informed on Twitter.
According to the results of three surveys, people who see a Birdwatch note are, on average, 20-40% less likely to agree with the substance of a potentially misleading Tweet than someone who sees the Tweet alone. By analyzing our internal data, we also estimate that people on Twitter who see notes are, on average, 15-35% less likely to Like or Retweet a Tweet than someone who sees the Tweet alone.
Notes are intentionally designed to be as informative and helpful as possible — no matter who sees them — thanks in large part to the “bridging algorithm” we mentioned above. Here’s how it works: 
In order to be shown on a Tweet, Birdwatch notes need to be found helpful by people who have tended to disagree in their past ratings. This means the algorithm takes into account not only how many contributors rated a note as Helpful or Not Helpful, but also whether people who rated it seem to come from different perspectives. 
This approach appears to be having an impact. In our most recent survey, notes were found to be informative regardless of a person's self-identified political party affiliation — there was no statistically significant difference in average informativeness across party ID. The algorithm and all data it uses are publicly available on GitHub so anyone can audit, analyze, or suggest improvements.
If you’re interested in joining Birdwatch and contributing to a healthier, more well-informed Twitter conversation, click this link to get started. "
This is a test of Twitter’s new Edit Tweet feature. This is only a test,"Wednesday, 30 November 2022",https://blog.twitter.com/en_us/topics/product/2022/twitter-new-edit-tweet-feature-only-test,"Product
This is a test of Twitter’s new Edit Tweet feature. This is only a test
By
Twitter Inc.
Thursday, 1 September 2022
The screenshot below may look a lot like an edited Tweet. That’s because it is, and you could be seeing more of them soon (like the one at the bottom of this article).
It’s true: Edit Tweet is being tested by our team internally. The test will then be initially expanded to Twitter Blue subscribers in the coming weeks.
Given that this is our most requested feature to date, we wanted to both update you on our progress and give you a heads up that, even if you’re not in a test group, everyone will still be able to see if a Tweet has been edited.
What is Edit Tweet?
So what is Edit Tweet, you ask? Great question. Edit Tweet is a feature that lets people make changes to their Tweet after it’s been published. Think of it as a short period of time to do things like fix typos, add missed tags, and more.
For this test, Tweets will be able to be edited a few times in the 30 minutes following their publication. Edited Tweets will appear with an icon, timestamp, and label so it’s clear to readers that the original Tweet has been modified. Tapping the label will take viewers to the Tweet’s Edit History, which includes past versions of the Tweet.
For context, the time limit and version history play an important role here. They help protect the integrity of the conversation and create a publicly accessible record of what was said.
Who will be testing Edit Tweet?
Like any new feature, we’re intentionally testing Edit Tweet with a smaller group to help us incorporate feedback while identifying and resolving potential issues. This includes how people might misuse the feature. You can never be too careful.
Later this month, we’ll be expanding Edit Tweet access to Twitter Blue subscribers. As part of their subscription, Twitter Blue subscribers receive early access to features and help us test them before they come to Twitter.
The test will be localized to a single country at first and expand as we learn and observe how people use Edit Tweet. We’ll also be paying close attention to how the feature impacts the way people read, write, and engage with Tweets.
Participating on Twitter in a way that makes sense to you
We’re hoping that, with the availability of Edit Tweet, Tweeting will feel more approachable and less stressful. You should be able to participate in the conversation in a way that makes sense to you, and we’ll keep working on ways that make it feel effortless to do just that.
Turn on Tweet notifications for @TwitterBlue, because we’ll have more to share soon!"
